יישוב_נקי,lat,lon
אלמוג,31.7876896557957,35.4617354973894
קדומים,32.2176547692447,35.1607864152912
תומר,32.0168604073973,35.4419760942211
אלקנה,32.1121895627598,35.0351498943611
מגדל עוז,31.6392652826113,35.1434926279978
כוכב השחר,31.9588427968822,35.3489969855895
רימונים,31.9339378582158,35.3407230254133
יפית,32.0622367552441,35.4729708091961
סלעית,32.2426600779713,35.0500180668197
ריחן,32.4687364873587,35.137841532336
מבוא דותן,32.4201878378145,35.1754753772012
אריאל,32.1046683767868,35.1918036064754
שבי שומרון,32.2634193209519,35.1854658267416
חלמיש,32.0059588210909,35.1255576199704
בית אל,31.9412216772716,35.2246294915031
בית חורון,31.8767773828285,35.1285213507898
מצפה יריחו,31.8156914263531,35.3940281902534
שדמות מחולה,32.345986155821,35.5347543600197
אלון מורה,32.2326292607707,35.3330191184913
ארגמן,32.1725916094397,35.5218839879955
מחולה,32.3687095923074,35.5165900173996
ראש צורים,31.6674223665493,35.124058063517
הר גילה,31.7232250482057,35.1685469232155
אלון שבות,31.655550755573,35.1246303214891
משואה,32.1135042598315,35.4920549890266
גלגל,31.9997135180563,35.4475488497242
"ייט""ב",31.9485646764332,35.4228931769277
מעלה אפרים,32.0699249223567,35.4050291984005
מצפה שלם,31.566984941054,35.4019762183429
קריית ארבע,31.5379582905007,35.1210411840919
בקעות,32.2424616883862,35.4551317019354
גיתית,32.1035697570775,35.3962690457281
מכורה,32.161702663606,35.4235329252248
פצאל,32.0447391527838,35.4436103460349
מעלה אדומים,31.784153326806,35.3135308325949
עפרה,31.9530229866808,35.2617256061772
אלעזר,31.6614927256079,35.14115378791
רועי,32.2482504391204,35.4837765466884
נירן,31.9684274228709,35.458543921558
מעלה שומרון,32.1661288988337,35.0704603808554
כפר אדומים,31.8210471068954,35.3401751885498
ורד יריחו,31.8269134544887,35.4316343740996
קרני שומרון,32.172087653845,35.0957060395961
שילה,32.0534658177211,35.2974903286376
חמש,32.309947243762,35.1937508815737
חיננית,32.4813337276782,35.1661494654959
גבעון החדשה,31.8471420140123,35.1595614991019
בית הערבה,31.808003672781,35.4810904698189
חמדת,32.2511906894964,35.5265807462108
יקיר,32.1494813155293,35.1147150212105
מתתיהו,31.9290276048079,35.0317289773119
שקד,32.4740270702689,35.172647418162
אפרתה,31.661172127047,35.1560980797444
מעלה מכמש,31.8796839918963,35.3067436792712
בית אריה,32.0362764484732,35.0514543730593
מעלה עמוס,31.5964019836801,35.2298719432964
ברקן,32.1068919605963,35.1130979903866
כרמל,31.4323504815007,35.1852880604686
מעון,31.4135760796574,35.1648024188928
עטרת,32.0003454869292,35.1764543553082
פסגות,31.8988052454075,35.2247767693017
עמנואל,32.1617804298876,35.1395063257243
מבוא חורון,31.8477186555066,35.0375917947966
ברכה,32.192862251467,35.2653107975419
שא-נור,32.3370364057245,35.2018221689535
ענב,32.286043542244,35.1273501493615
נעמי,31.9099865454987,35.4664317828179
עלמון,31.8288614633328,35.2939728907614
חרמש,32.423628463804,35.1187324052976
נחל אלישע,31.9103988557657,35.4788956730605
תלם,31.5642741122839,35.0311653566191
שערי תקווה,32.1228195612786,35.0264949792554
נחל דורן,31.5219338062763,34.9922224326856
אשכולות,31.391044308248,34.9049700545761
פני חבר,31.4858232074356,35.1654484443815
צובה,31.7842262313406,35.1197238533964
"בית ג,מאל",31.7235266769233,34.9764306270667
ירושלים,31.7797373515185,35.2095537973513
תקוע,31.6525179215794,35.2292025298402
כפר תפוח,32.1195192431569,35.2498439816059
קליה,31.7507076712307,35.4671301037362
חמרה,32.1988714726417,35.4353817540106
נגוהות,31.4934128380724,34.9829748057141
נווה דניאל,31.6784067721609,35.1429729666585
עלי זהב,32.0713043897987,35.0658497786051
נחל גנת,32.4746468631914,35.2736544968299
כדים,32.4499175982969,35.3189713542245
גבעת זאב,31.858493765054,35.1656659370215
טנא,31.3755456316807,34.9574895484221
מצדות יהודה,31.3640484349344,35.1126396433388
קריית נטפים,32.1168819320544,35.1122625660482
דולב,31.9263765038556,35.1331932397876
יצהר,32.1694185403686,35.2349935622397
אלפי מנשה,32.171446587352,35.0142997663591
מגדלים,32.0901500749749,35.3422169470264
מעלה לבונה,32.0547802342172,35.2403671071889
אספר,31.586884094218,35.1916674907193
סוסיה,31.3917867747292,35.1142734590137
גנים,32.449680150601,35.3371925287929
אדורה,31.5523415539974,35.0178890723704
איתמר,32.1741861500226,35.3075938147067
גבע בנימין,31.8498314104474,35.2757472550842
חגי,31.4929077738911,35.0801497591078
עלי,32.0745910980758,35.2725755687025
כרמי צור,31.6086927013804,35.1001259524489
נחליאל,31.9739638444131,35.1402022661801
פדואל,32.0617944722459,35.0519774997221
הר אדר,31.8267821469408,35.1294735771613
חשמונאים,31.9312870460965,35.023793046998
כוכב יעקב,31.8807419229425,35.2435592628371
ביתר עילית,31.6983241284532,35.1131567864253
קדר,31.753215598294,35.3100501229743
רותם,32.3363929319898,35.5190038015078
"נח""ל גבעות",31.6792881649356,35.1012277149202
שמעה,31.3876157264699,35.0125477323657
משכיות,32.3172604879562,35.5025491775087
אבנת,31.6791298377203,35.4359261901024
נעלה,31.962902056585,35.064275260857
טלמון,31.9376600136578,35.1365363294072
נופים,32.1547256585637,35.1022239881352
צופים,32.1980719969495,35.0090897333034
עפרים,32.0185922097489,35.0447572164859
אבני חפץ,32.2861483318108,35.0721210176077
בת עין,31.6587285386994,35.1002507428568
רבבה,32.118690156817,35.1283272133932
כפר האורנים,31.9189745001842,35.0380859182
מודיעין עילית,31.9317166488715,35.040973830062
חיפה,32.8017710428658,35.0006092323101
בוקעאתא,33.2003413282344,35.7806971320124
אלי-עד,32.8016083410442,35.7260579645221
אל -רום,33.1789154814377,35.7715690241185
כפר חרוב,32.7614078209951,35.6634988497111
חספין,32.8452796887541,35.7936022145077
קשת,32.9775837749938,35.810035006734
יונתן,32.9365731729008,35.7937972555538
מעלה גמלא,32.8827787462162,35.6829436837783
שעל,33.11488659177,35.7187724290483
אודם,33.1932083927853,35.7499864440501
אבני איתן,32.8234782501818,35.7651825825161
אניעם,32.9576226104042,35.7406029092391
אורטל,33.084667906098,35.7616628827372
נטור,32.8530058627115,35.7534737178332
בני יהודה,32.7940689655838,35.6856126043891
אלוני הבשן,33.0438640133956,35.8405329910108
מיצר,32.7660798454693,35.7357790292538
גבעת יואב,32.7987533935232,35.6815802324952
גשור,32.8120081976049,35.7086093805973
נחל נמרוד,33.2453986858184,35.7514229429998
קלע,33.1473537713132,35.6984242590694
קדמת צבי,33.0278186053297,35.6993028114926
חד-נס,32.9312508505454,35.6393518612002
כנף,32.8707875764155,35.7021026549478
קצרין,32.9908231396224,35.6906617343756
מרום גולן,33.1320993239452,35.7800583426379
מג'דל שמס,33.2663894919121,35.7687455093058
מסעדה,33.2316850296798,35.755753722384
מבוא חמה,32.7358968294389,35.6551556835132
אפיק,32.7779099204115,35.7040188041353
"נווה אטי""ב",33.2619811073631,35.7419395794066
נוב,32.8324402837954,35.7832475325935
עין קנייא,33.2364269094911,35.7313431555259
עין זיוון,33.0954866693974,35.7950221876258
נאות גולן,32.7856527354423,35.6907324912361
רמת מגשימים,32.8465560725941,35.8096091362504
רמות,32.8519405029738,35.6607533505223
תל אביב -יפו,32.079111742506,34.7773256565267
ניסנית,31.5616632537535,34.5313658842301
אלי סיני,31.5834371816514,34.5035403512242
דוגית,31.5729183134163,34.4896210475072
באקה-ג'ת,32.4159778312707,35.0382458430941
בני ברק,32.0870717965726,34.8352524728924
בת ים,32.0140490202682,34.7490139949503
גבעתיים,32.0702937421117,34.8104260937044
הרצלייה,32.1690171819808,34.8350674563174
חדרה,32.4388994356023,34.9211660804115
חולון,32.0106506218226,34.7833441053023
טבריה,32.7872251728776,35.5258096675475
קריית אתא,32.8038722087283,35.1023631990464
נוקדים,31.6476348909394,35.2488508963343
עתניאל,31.4391895623456,35.0302096835927
אורנית,32.1300915379732,34.9922616783354
עץ אפרים,32.119468183467,35.0464129808652
לוד,31.9510159491642,34.8878905419058
אשקלון,31.666683704746,34.5704978517792
נס ציונה,31.9294278705267,34.8022320180219
נצרת,32.700203481414,35.2930335214825
נתניה,32.3127665593843,34.8559201938976
סח'נין,32.8652698633057,35.3006292416673
עכו,32.9274901839206,35.0894899010254
עפולה,32.6145169978149,35.3054402112918
פרדס חנה-כרכור,32.4730177592211,34.9640517867819
פתח תקווה,32.0877456175324,34.8834021188359
קריית מוצקין,32.8385733820644,35.0801550995188
ראשון לציון,31.9721444546851,34.7876397026137
רחובות,31.8958574209932,34.8098187056299
רמלה,31.9305909400411,34.8695625602016
רמת גן,32.0679864461212,34.8278125943047
רעננה,32.1877650430217,34.8736855281102
שפרעם,32.8054326952889,35.1720345968662
טמרה,32.8551384849971,35.1950352228666
באר שבע,31.2566891499039,34.7864086217959
נהרייה,33.0122172964351,35.094919120554
בית שאן,32.4940420840783,35.4971249981867
זכרון יעקב,32.5666910236951,34.9518734692684
יהוד,32.0307643027728,34.8902140111042
קריית ביאליק,32.8349858179083,35.091881143516
קריית ים,32.8486593291993,35.0718596373102
הוד השרון,32.1542831051446,34.8860334477129
בנימינה,32.5262480122419,34.9466903193139
,30.4892431250691,35.1688107617938
,30.1769737244463,35.0164271296272
,31.6213930558885,34.92502004855
,31.140545966256,34.9630757462278
,31.3442933236106,34.7379797994889
,31.2848250224294,34.9143093366669
,31.2555291909444,34.9729575026061
,32.3602335334974,34.8719351966452
,31.7359776264836,34.6369950143379
,31.3254047713037,34.6972714746624
,32.2048636749726,35.1132490156924
,32.4094560978901,35.0677163379388
,32.1808696105651,35.250208055037
,31.5691678670399,35.0679011042464
,32.2619928360642,35.131028128241
,31.8695314529134,35.0652904947072
,31.7010980579303,35.226296128599
,31.8880671045741,35.0460823421191
,31.511075636862,34.9621592355547
,31.4499054157229,35.049796719738
,31.6245500514519,35.157736705341
,32.181343360691,35.3360317958531
,32.4727690849513,35.361870151085
,32.1391275147082,35.2750350012726
,32.1447752439078,35.2905534780187
,31.9272703272469,35.2399779326624
,31.9742126460784,35.118634717313
,32.2068632075974,35.2910536178834
,32.3345237264013,35.1151215941066
,31.92892137928,35.0715307129162
,31.5199520801719,35.1558868893377
,32.3864280401214,35.4791757872902
,31.9872063689866,35.1748846236159
,32.0736239795473,35.0990591405731
,32.453871989829,35.2600572567416
,32.3363027674522,35.3038017650054
,32.1014245178067,35.3222342497951
,31.9973341529852,35.1614876125991
,31.9632090266386,35.0473624458344
,31.5431760382561,34.5022820053785
,31.3422025241114,34.3349980251532
,31.4024635808176,34.3574342324629
,31.3082716800782,34.2874212343629
,31.4798993951043,34.4144397564141
,31.380442973146,34.3206516814782
,31.374899628503,34.3130100674391
,31.3737108440967,34.3013674796
,31.32227291545,34.2510362732904
,31.3528282331357,34.2763973180155
,31.3435008072498,34.2758419655475
,31.3370214052805,34.2584749502058
,31.3296823556026,34.2558622722319
,31.3152954456897,34.233299831965
,31.3220811620933,34.2383209975613
עדי,32.7826706124181,35.1737087839441
מודיעין-מכבים-רעות,31.898644349582,35.0138541180938
כמון,32.9120635510798,35.3597844065937
מכמנים,32.9071487533659,35.3297171884432
הררית,32.8458993418305,35.3657205997377
גילון,32.9037691915094,35.2359258887086
מנות,33.0385416336405,35.1968063206877
גיתה,32.9671331744096,35.2504280039523
לבון,32.9423657575668,35.2869189181751
הילה,33.0358653201789,35.244024198473
חרשים,32.9566996228096,35.3281703305433
כחל,32.8922745207836,35.5095340646248
קדרים,32.8982516805381,35.4750477361747
עמוקה,32.9976276275833,35.524763611625
צבעון,33.0259774246965,35.417520991408
טפחות,32.8705512989052,35.430924960326
גורנות הגליל,33.0599030013408,35.2496060857549
כפר סבא,32.1774457419886,34.9176906120154
צפת,32.9665706122801,35.5015510285546
אבירים,33.0383378145671,35.2871308519849
צורית,32.9028553582769,35.2520391541979
"מצפה אבי""ב",32.8366486510997,35.2004506001257
שדי אברהם,31.2122236079692,34.3363648979198
כוכב יאיר,32.22125819578,34.9947085902823
רביד,32.8504534374134,35.4638467181075
יובלים,32.878117620704,35.2704924643973
יתד,31.2068743283097,34.3268236110405
כלנית,32.874415403954,35.4584409768549
לבנים,32.8638477951073,35.4924687348296
פרי גן,31.2216243468418,34.3558643044746
יבול,31.1891608838456,34.319605871723
שורשים,32.8931641803065,35.2590721324536
נירית,32.1464986447042,34.9849525306448
תלמי יוסף,31.1999365961183,34.3611190161583
סופה,31.2371732529403,34.3422119778771
חולית,31.2302878300587,34.3256238312669
עין הבשור,31.2814437109395,34.449364726552
דקל,31.1948076054199,34.3477491564614
נתיב העשרה,31.5674760945571,34.5410312353706
סלמה,32.8940297802439,35.3622353735761
עראמשה,33.0974849753672,35.2211771909793
קציר-חריש,32.4715393486099,35.071785278197
אליפז,29.7942817822257,35.0117556560605
הרדוף,32.7635357424719,35.1742688362514
כורזים,32.9092792480927,35.5511877228955
אמנון,32.9040113697112,35.573295858117
נטף,31.8320709366851,35.067762054831
אשרת,32.9716665012965,35.1554024019829
חנתון,32.7844807884114,35.2439473507692
מסד,32.8434977151872,35.4235437346465
נווה שלום,31.8177162541009,34.9781687393887
רתמים,31.0527654735701,34.689677550602
הר עמשא,31.3441615647423,35.1017137038268
כפר ורדים,32.9959774564124,35.268747552045
שומרייה,31.431604587271,34.8861889722132
שחרות,29.904615126942,35.000330686139
מיתר,31.3260367506967,34.9402038792129
להבים,31.3700308577217,34.814023619364
חלוץ,32.9502966795371,35.3117824938192
גן נר,32.5311826500036,35.3357017252644
אבטליון,32.8371357094424,35.3509670347898
נווה חריף,30.0380057881807,35.0364100666917
ניצני סיני,30.9043325903526,34.397649961338
תל תאומים,32.4419455408921,35.4959800334049
נופית,32.759156595117,35.1462030288464
כרכום,32.9300056973462,35.6079353474282
שגב-שלום,31.1976411504616,34.8390825301889
גבעת אלה,32.7217436208969,35.2440920484486
זמר,32.3638850608122,35.0363800674835
כמהין,30.9106252846303,34.4315504427017
גבעת אבני,32.7748678481539,35.4382254756663
אור הגנוז,33.0050117407612,35.4464979914937
יאנוח-ג'ת,32.9801385389795,35.243044108469
כסרא-סמיע,32.9696867781479,35.3039214787759
כפר חנניה,32.9155269582844,35.4234883177186
חורה,31.2985131571804,34.9346088129777
שוהם,31.9980206623903,34.9453560183932
צורן,32.2877541059225,34.9447465962527
אלעד,32.0506719831489,34.9569708187256
לפיד,31.9173961172825,35.0323759065794
פורייה עילית,32.7310659518214,35.5465520208554
מתן,32.1585865832231,34.9729659394157
אל -עריאן,32.497702122214,35.1249578894818
בת חפר,32.3334307881039,35.0134261556567
עין חוד,32.6915841440377,34.9998578719183
ארסוף,32.2138453753785,34.8162289631675
אחוזת ברק,32.6434715630098,35.3376304479859
כמאנה,32.9093069761475,35.3475592200598
חוסנייה,32.9006054819709,35.3206151996058
ראס אל-עין,32.9138045898935,35.3724477053174
שמשית,32.7329110485128,35.2459927406349
אל -עזי,31.7208576700707,34.8039265979086
מגדל תפן,32.9773764155558,35.2756660768044
תנובות,32.3067732973135,34.9628799780028
תלמי אלעזר,32.4455030882009,34.9773730798096
שדה יצחק,32.4034045574898,34.9945765114112
יובל,33.2447174066778,35.5978047233938
כפר בן נון,31.8598161711629,34.948262880659
ינון,31.7423459525496,34.7820554304212
אורות,31.7424757745972,34.735224085541
גבעולים,31.3965458874003,34.5909560331958
שדי חמד,32.1603048386719,34.9446223038562
רוויה,32.4478573072796,35.4716851036698
גבעת חיים (איחוד),32.3994372487365,34.9331771972598
להב,31.3791270266834,34.8694982939115
אום אל-קוטוף,32.4696063292815,35.0563084028115
ירדנה,32.5652623535732,35.563920790432
מדרך עוז,32.5949138263186,35.1584522432222
מנוחה,31.6569240595452,34.7769754063621
רקפת,32.8565835144028,35.262795361287
שקף,31.5120019508253,34.9350482600264
תמרת,32.7036421815031,35.2253962210361
לוטן,29.9866807823659,35.0879288257799
כרמי יוסף,31.847991671811,34.9205165237855
מירב,32.4528270025273,35.4218132713322
ג'דיידה-מכר,32.9274972789556,35.1392557952702
נווה זיו,33.0270978625715,35.1823219051438
נוף איילון,31.86960104844,34.9896133304266
בן שמן (מושב),31.9522215691617,34.9218038628078
בית חלקיה,31.7921982003273,34.8117787675994
חצור הגלילית,32.9826199595442,35.5445708263286
עדנים,32.1393451995881,34.909030245295
ברקת,32.0131438694313,34.9531420334696
קריית יערים (מוסד),31.808990424852,35.1030364148431
עין גדי,31.457741608515,35.3905423418134
בחן,32.3501668877942,35.018785362485
מלילות,31.3890298200369,34.5958543511847
נחלה,31.6588771631118,34.7948678046474
סגולה,31.6705162585495,34.780065827712
ניר משה,31.4774049671161,34.6314483430845
ניר עקיבא,31.4699312724209,34.6467058607037
שדה צבי,31.449551784723,34.7118240627333
"תלמי ביל""ו",31.4380565622854,34.6460054448903
רווחה,31.6494523361811,34.7344360720591
אביטל,32.5573961558997,35.307192431959
פרזון,32.5457008754618,35.3103829215617
מיטב,32.5458873512908,35.3004463406855
מאור,32.4214151449814,35.0046448578454
שדי תרומות,32.438983935793,35.4859723399312
"פעמי תש""ז",31.4402895967253,34.6932742745221
ברוש,31.3705649108042,34.6318474112431
תדהר,31.3782888005781,34.6270535982662
תאשור,31.3715258235954,34.643740951034
דישון,33.0822024487714,35.5188414716608
זרועה,31.4585196778709,34.6244224664664
טירת כרמל,32.7672607515335,34.9671873001486
דימונה,31.0672437063232,35.0274193387046
קריית טבעון,32.7138883540061,35.1247074731008
אור יהודה,32.0273928411141,34.8558095991058
נשר,32.7718669882314,35.0436111458389
באר יעקב,31.9439557857411,34.8406603433987
גדרה,31.8111733047572,34.7795009103103
ערד,31.2560962880504,35.2128359310491
אילת,29.5537403540528,34.9397944592708
בית שמש,31.7452437746845,34.9906976154413
קריית אונו,32.0587995699251,34.8586530484184
קריית גת,31.6046000032077,34.7743846179877
ראש העין,32.0970736893186,34.9582659568423
רמת השרון,32.1361231639663,34.8407667807057
